Region,Site,Node,Year,RepresentivityRating,Flow,TSS,TN,PN,NOX,NH4,DIN,DON,TP,PP,DIP,DOP,Site Code,Display Name
WT,Johnstone River at Coquette Point,1120054,2023-2024,Good,5800000,280000,2800,1300,680,150,830,560,640,580,34,78,1120054,1120054 Johnstone River at Coquette Point
WT,Mulgrave River at Deeral,1110056,2014-2015,Excellent,1189788.244,18000,470,110,190,18,200,160,45,35,9.2,13,1110056,1110056 Mulgrave River at Deeral
WT,Mulgrave River at Deeral,1110056,2015-2016,Excellent,728193,16000,320,110,110,11,120,81,33,23,6.3,9.5,1110056,1110056 Mulgrave River at Deeral
WT,Mulgrave River at Deeral,1110056,2016-2017,Excellent,1025900.363,26000,470,120,190,12,200,150,49,37,9.1,11,1110056,1110056 Mulgrave River at Deeral
WT,Mulgrave River at Deeral,1110056,2017-2018,Excellent,1500000,53000,660,200,200,24,230,230,95,73,14,16,1110056,1110056 Mulgrave River at Deeral
WT,Mulgrave River at Deeral,1110056,2018-2019,Excellent,2000000,47000,780,230,290,21,310,250,94,71,15,20,1110056,1110056 Mulgrave River at Deeral
WT,Mulgrave River at Deeral,1110056,2019-2020,Excellent,810000,15000,350,130,120,8,130,89,39,32,6.1,8.3,1110056,1110056 Mulgrave River at Deeral
WT,Mulgrave River at Deeral,1110056,2020-2021,Excellent,1300000,30000,630,190,190,14,200,240,68,52,13,18,1110056,1110056 Mulgrave River at Deeral
WT,Mulgrave River at Deeral,1110056,2021-2022,Excellent,1200000,35000,590,210,170,16,190,190,64,49,12,15,1110056,1110056 Mulgrave River at Deeral
WT,Mulgrave River at Deeral,1110056,2022-2023,Excellent,1400000,32000,600,230,200,20,220,150,62,48,13,14,1110056,1110056 Mulgrave River at Deeral
WT,Mulgrave River at Deeral,1110056,2023-2024,Excellent,2200000,69000,910,370,250,42,290,250,150,120,20,28,1110056,1110056 Mulgrave River at Deeral
WT,Murray River at Bilyana,MU04,2018-2019,Good,780000,16000,460,74,140,32,170,210,33,21,5.4,8.8,1140041,1140041 Murray River at Bilyana
WT,Murray River at Bilyana,MU04,2019-2020,Excellent,440000,12000,340,49,160,8.3,170,120,17,11,2.7,6.2,1140041,1140041 Murray River at Bilyana
WT,Murray River at Bilyana,MU04,2020-2021,Excellent,1000000,21000,620,140,170,19,190,300,58,36,13,17,1140041,1140041 Murray River at Bilyana
WT,Murray River at Bilyana,MU04,2021-2022,Good,640000,19000,390,90,110,9.1,120,180,37,21,7.1,9.7,1140041,1140041 Murray River at Bilyana
WT,Murray River at Bilyana,MU04,2022-2023,Good,690000,13000,390,98,110,8.9,120,170,37,23,7.1,9.5,1140041,1140041 Murray River at Bilyana
WT,Murray River at Bilyana,MU04,2023-2024,Good,1100000,21000,510,140,130,14,140,220,56,36,11,13,1140041,1140041 Murray River at Bilyana
WT,North Johnstone River at Goondi,1120049,2017-2018,Good,2300000,390000,2400,1800,240,11,250,360,870,820,21,23,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Goondi,1120049,2018-2019,Good,2200000,100000,1000,520,260,16,270,230,200,180,10,22,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Goondi,1120049,2019-2020,Good,1200000,29000,440,180,130,14,140,130,85,75,7.3,14,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Goondi,1120049,2020-2021,Good,2000000,170000,1600,1100,260,19,280,290,440,390,17,36,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Goondi,1120049,2021-2022,Good,1800000,300000,2500,1900,280,42,320,280,790,740,19,41,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Goondi,1120049,2022-2023,Indicative,2000000,120000,1200,750,220,13,240,240,280,260,16,20,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Goondi,1120049,2023-2024,Moderate,3400000,470000,3200,2400,390,38,430,340,1100,1100,30,38,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Old Bruce Hwy Bridge,1120049,2006-2007,Good,2196180,92188,882,423,283,8,292,155,187,170,16,21,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Old Bruce Hwy Bridge,1120049,2007-2008,Good,1886422,342057,1819,1292,303,15,319,209,564,524,16,29,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Old Bruce Hwy Bridge,1120049,2008-2009,Indicative,1990882,79682,843,270,176,18,194,382,122,96,19,25,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Old Bruce Hwy Bridge,1120049,2009-2010,Good,1615516,66040,827,382,232,9,241,225,143,116,14,26,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Old Bruce Hwy Bridge,1120049,2010-2011,Indicative,3661422,416891,3386,2558,463,21,484,354,780,639,26,147,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Old Bruce Hwy Bridge,1120049,2011-2012,Good,2024224,164964,1389,875,287,15,303,215,153,370,11,34,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Old Bruce Hwy Bridge,1120049,2012-2013,Good,1404689,44627,612,251,184,14,198,162,103,94,8.7,14,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Old Bruce Hwy Bridge,1120049,2013-2014,Moderate,2195024.206,140000,1100,550,310,15,330,190,280,250,18,22,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Old Bruce Hwy Bridge,1120049,2014-2015,Good,1237791.472,180000,1200,820,180,12,190,150,390,380,6.8,13,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Old Bruce Hwy Bridge,1120049,2015-2016,Good,1282885,36000,610,330,150,14,160,130,120,100,6.9,13,1120049,1120049 North Johnstone River at Goondi
WT,North Johnstone River at Old Bruce Hwy Bridge,1120049,2016-2017,Excellent,1596378.822,83000,790,400,180,14,190,180,210,190,9.1,17,1120049,1120049 North Johnstone River at Goondi
WT,Russell River at East Russell,1111019,2014-2015,Excellent,1254153.74,20000,510,110,240,30,270,130,41,34,3.9,13,1111019,1111019 Russell River at East Russell
WT,Russell River at East Russell,1111019,2015-2016,Excellent,1579964,38000,730,240,270,38,310,180,77,62,5.4,17,1111019,1111019 Russell River at East Russell
WT,Russell River at East Russell,1111019,2016-2017,Excellent,1469166.78,34000,650,130,230,75,310,200,64,50,3.7,18,1111019,1111019 Russell River at East Russell
WT,Russell River at East Russell,1111019,2017-2018,Excellent,2200000,52000,750,240,240,31,270,250,98,79,7.2,22,1111019,1111019 Russell River at East Russell
WT,Russell River at East Russell,1111019,2018-2019,Excellent,2300000,46000,740,200,280,19,300,250,75,58,5.5,23,1111019,1111019 Russell River at East Russell
WT,Russell River at East Russell,1111019,2019-2020,Excellent,1500000,33000,580,210,220,12,230,130,67,55,5.2,16,1111019,1111019 Russell River at East Russell
WT,Russell River at East Russell,1111019,2020-2021,Excellent,2200000,33000,740,180,250,15,260,310,87,62,11,32,1111019,1111019 Russell River at East Russell
WT,Russell River at East Russell,1111019,2021-2022,Excellent,1700000,39000,650,190,200,18,220,250,83,61,8.6,26,1111019,1111019 Russell River at East Russell
WT,Russell River at East Russell,1111019,2022-2023,Excellent,2000000,42000,740,270,230,21,250,220,84,66,10,22,1111019,1111019 Russell River at East Russell
WT,Russell River at East Russell,1111019,2023-2024,Excellent,2400000,54000,740,310,220,22,240,190,100,76,9.1,33,1111019,1111019 Russell River at East Russell
WT,South Johnstone River at Upstream Central Mill,112101B,2006-2007,Good,953313,76482,717,375,246,6,252,93,147,132,13,10,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2007-2008,Excellent,811696,41823,409,222,109,4,113,71,82,71,8,10,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2008-2009,Excellent,1043123,119220,779,531,136,8,144,111,241,229,12,11,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2009-2010,Good,652887,48298,423,248,92,6,98,84,101,81,8,17,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2010-2011,Good,1588294,201489,1344,918,248,14,262,174,380,327,18,62,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2011-2012,Moderate,922589,61407,588,310,194,8,203,80,155,140,8,19,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2012-2013,Excellent,589420,17386,234,94,74,5.3,79,57,43,38,4.4,7,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2013-2014,Moderate,859853,56698,439,236,124,5.9,130,73,111,101,8.4,8.6,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2014-2015,Good,432807.2892,28000,360,270,42,2.8,45,44,76,71,4.3,4.4,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2015-2016,Excellent,561274,12000,230,110,60,4.6,64,54,39,33,4.7,5.8,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2016-2017,Excellent,793350.2092,39000,400,220,90,4.5,95,79,100,91,9.1,8.4,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2017-2018,Good,1000000,130000,850,560,110,5.2,120,170,280,260,12,11,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2018-2019,Moderate,870000,27000,340,170,91,5.6,97,75,61,53,6,8.8,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2019-2020,Good,560000,14000,220,120,49,3.4,52,50,38,34,4.6,6.3,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2020-2021,Moderate,890000,64000,610,380,120,5.9,130,95,170,160,9.9,9.8,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2021-2022,Moderate,850000,110000,920,710,100,11,110,97,250,220,12,20,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2022-2023,Moderate,930000,100000,790,550,120,7.5,130,120,180,170,10,12,112101B,112101B South Johnstone River at Upstream Central Mill
WT,South Johnstone River at Upstream Central Mill,112101B,2023-2024,Moderate,1500000,300000,1800,1500,120,19,140,150,560,530,17,20,112101B,112101B South Johnstone River at Upstream Central Mill
WT,Tully River at Euramo,TR01,2006-2007,Good,4191491,162035,2350,562,1085,32,1117,664,264,199,64,43,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2007-2008,Good,3232663,83163,1287,309,624,16,641,330,88,58,17,44,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2008-2009,Excellent,3770791,105546,1401,352,527,25,552,489,125,103,22,39,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2009-2010,Excellent,2572793,69506,1165,396,426,24,450,502,111,88,11,61,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2010-2011,Excellent,6169781,231605,2626,992,1014,63,1077,628,360,279,25,166,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2011-2012,Excellent,3601029,90061,1780,427,987,29,1016,350,161,125,12,79,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2012-2013,Excellent,2846618,46471,1291,249,671,37.4,709,340,71,57,9.7,28.7,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2013-2014,Excellent,3733795,97499,1526,503,598,39,636,362,150,114,14,38,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2014-2015,Excellent,1918345.073,29000,690,130,360,25,380,180,46,38,5.2,19,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2015-2016,Excellent,2306397,64000,1100,250,480,29,510,330,95,70,9.3,29,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2016-2017,Excellent,2905770.72,120000,1400,370,550,100,650,400,120,86,16,34,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2018-2019,Excellent,3500000,91000,1400,330,650,46,700,360,110,80,10,37,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2019-2020,Excellent,1900000,36000,780,160,350,26,370,250,48,39,6.7,20,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2020-2021,Excellent,3700000,85000,1600,480,600,80,680,400,150,110,17,49,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2021-2022,Excellent,3000000,140000,1500,520,450,40,490,440,160,130,17,39,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2022-2023,Good,3200000,89000,1300,460,510,44,560,330,130,93,22,33,113006A,113006A Tully River at Euramo
WT,Tully River at Euramo,TR01,2023-2024,Good,5100000,220000,2100,880,540,47,590,530,320,230,33,88,113006A,113006A Tully River at Euramo
WT,Tully River at Tully Gorge National Park,113015A,2010-2011,Excellent,1857949,57762,746,411,121,21,142,191,108,89,4,42,113015A,113015A Tully River at Tully Gorge National Park
WT,Tully River at Tully Gorge National Park,113015A,2011-2012,Moderate,797232,6971,379,71,216,8,224,94,22,19,2,17,113015A,113015A Tully River at Tully Gorge National Park
WT,Tully River at Tully Gorge National Park,113015A,2012-2013,Moderate,757051,9908,304,55,139,8,147,104,17,13,3.4,7.9,113015A,113015A Tully River at Tully Gorge National Park
WT,Tully River at Tully Gorge National Park,113015A,2013-2014,Excellent,1123020,27446,389,177,70,7.5,78,86,45,35,1,11,113015A,113015A Tully River at Tully Gorge National Park
WT,Tully River at Tully Gorge National Park,113015A,2014-2015,Excellent,706754.6892,8500,170,64,45,8.8,54,56,14,12,0.73,7.1,113015A,113015A Tully River at Tully Gorge National Park
WT,Tully River at Tully Gorge National Park,113015A,2015-2016,Excellent,560527,12000,220,130,31,4.5,35,53,22,19,0.96,5.6,113015A,113015A Tully River at Tully Gorge National Park
WT,Tully River at Tully Gorge National Park,113015A,2016-2017,Good,799901.0719,15000,220,91,43,9.9,53,79,21,18,0.87,8.4,113015A,113015A Tully River at Tully Gorge National Park
WT,Tully River at Tully Gorge National Park,113015A,2017-2018,Excellent,1000000,41000,380,200,42,14,56,130,45,40,1.5,10,113015A,113015A Tully River at Tully Gorge National Park
WT,Tully River at Tully Gorge National Park,113015A,2018-2019,Excellent,1100000,18000,290,130,54,14,67,100,23,20,1,11,113015A,113015A Tully River at Tully Gorge National Park
WT,Tully River at Tully Gorge National Park,113015A,2019-2020,Excellent,570000,6700,150,70,17,3.8,21,59,14,10,0.82,7,113015A,113015A Tully River at Tully Gorge National Park
WT,Tully River at Tully Gorge National Park,113015A,2020-2021,Excellent,990000,17000,270,130,33,7.5,40,99,32,29,2,12,113015A,113015A Tully River at Tully Gorge National Park
WT,Tully River at Tully Gorge National Park,113015A,2021-2022,Good,830000,38000,430,280,33,13,46,120,44,39,1.5,11,113015A,113015A Tully River at Tully Gorge National Park
WT,Tully River at Tully Gorge National Park,113015A,2022-2023,Excellent,830000,22000,270,180,26,3.7,30,66,27,24,1.8,10,113015A,113015A Tully River at Tully Gorge National Park
WT,Tully River at Tully Gorge National Park,113015A,2023-2024,Moderate,1600000,220000,1600,1300,74,26,99,190,200,180,3.4,24,113015A,113015A Tully River at Tully Gorge National Park
